Company,Slogan,Category,char_count,word_count,cat_n,cat_reliable,sentiment_score,sentiment,subjectivity,score_length,score_memorability,score_emotion,score_action,score_originality,score_personal,cliches_detected,cliche_count,effectiveness_score,effectiveness_category,theme_cluster,theme_keywords
Gevalia coffee,Let's coffee.,drinking-slogans,13,2,579,True,0.0,Neutral,0.0,6.8,2,0.0,7,10,0,[],0,4.07,Moyen,0,"live, make, best, love, great"
Folgers,The best part of wakin' up.,drinking-slogans,27,6,579,True,0.6369,Positive,0.3,10.0,2,6.6845,0,7,0,['best'],1,4.3869,Moyen,0,"live, make, best, love, great"
Gold Peak Tea,Home brewed taste.,drinking-slogans,18,3,579,True,0.0,Neutral,0.0,8.5,2,0.0,5,10,3,[],0,4.325,Moyen,4,"taste, good, difference, fresh, life"
Honest Tea,Get tickled. Not pickled,drinking-slogans,24,4,579,True,0.0,Neutral,0.0,10.0,2,0.0,5,10,0,[],0,4.25,Moyen,0,"live, make, best, love, great"
Lucozade,Lucozade aids recovery.,drinking-slogans,23,3,579,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Powerade,The power of love.,drinking-slogans,18,4,579,True,0.6369,Positive,0.6,8.5,2,8.1845,0,10,3,[],0,5.2119,Bon,0,"live, make, best, love, great"
Yogi Tea,How good can you feel?,drinking-slogans,22,5,579,True,0.4404,Positive,0.6000000000000001,10.0,2,5.202,8,10,5,[],0,6.2404,Bon,7,"good, food, feel, great, life"
Celestial Seasonings,Make any moment Celestial.,drinking-slogans,26,4,579,True,0.0,Neutral,0.0,10.0,3,0.0,10,10,0,[],0,5.25,Bon,0,"live, make, best, love, great"
Barry's Tea,Every day should have its golden moments.,drinking-slogans,41,7,579,True,0.0,Neutral,0.5,7.0,2,2.5,5,10,0,[],0,4.3,Moyen,0,"live, make, best, love, great"
Clipper teas,Britain's favourite green tea.,drinking-slogans,30,4,579,True,0.0,Neutral,0.3,10.0,0,1.5,0,10,3,[],0,3.5999999999999996,Moyen,0,"live, make, best, love, great"
Dilmah,A cup of kindness,drinking-slogans,17,4,579,True,0.4588,Positive,0.0,8.5,2,2.294,0,10,0,[],0,3.7338,Moyen,0,"live, make, best, love, great"
Kericho Gold,A Matter of Good Taste,drinking-slogans,22,5,579,True,0.4588,Positive,0.6000000000000001,10.0,2,5.2940000000000005,0,10,0,[],0,4.5588,Moyen,4,"taste, good, difference, fresh, life"
PG Tips tea,Put the kettle on.,drinking-slogans,18,4,579,True,0.0,Neutral,0.0,8.5,2,0.0,7,10,0,[],0,4.325,Moyen,0,"live, make, best, love, great"
Punjana tea,Everyone's cup of tea.,drinking-slogans,22,4,579,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Yorkshire Tea,Let's have a proper brew.,drinking-slogans,25,5,579,True,0.0,Neutral,0.1,10.0,2,0.5,7,10,0,[],0,4.65,Moyen,0,"live, make, best, love, great"
Red Rose Tea,Red Rose Tea is good tea.,drinking-slogans,25,6,579,True,0.4404,Positive,0.5166666666666667,10.0,5,4.785333333333334,0,10,0,[],0,5.207066666666667,Bon,0,"live, make, best, love, great"
Twinings tea,Gets you back to you.,drinking-slogans,21,5,579,True,0.0,Neutral,0.0,10.0,5,0.0,10,10,5,[],0,6.25,Bon,0,"live, make, best, love, great"
Tazo Tea,It begins with tea.,drinking-slogans,19,4,579,True,0.0,Neutral,0.0,8.5,2,0.0,5,10,0,[],0,4.025,Moyen,0,"live, make, best, love, great"
Zealong tea,The Worlds purest tea,drinking-slogans,21,4,579,True,0.0,Neutral,0.0,10.0,5,0.0,0,10,0,[],0,4.25,Moyen,0,"live, make, best, love, great"
Ten Ren Tea,Ten Ren's. Tea time.,drinking-slogans,20,4,579,True,0.0,Neutral,0.0,10.0,5,0.0,0,10,0,[],0,4.25,Moyen,0,"live, make, best, love, great"
Tetley tea,"Make time, make Tetley.",drinking-slogans,23,4,579,True,0.0,Neutral,0.0,10.0,10,0.0,10,10,0,[],0,7.0,Très bon,0,"live, make, best, love, great"
Lipton,Be more tea.,drinking-slogans,12,3,579,True,0.0,Neutral,0.5,8.2,2,2.5,0,10,0,[],0,3.7299999999999995,Moyen,0,"live, make, best, love, great"
Badoit,The petillant table water.,drinking-slogans,26,4,579,True,0.0,Neutral,0.0,10.0,3,0.0,0,10,0,[],0,3.75,Moyen,0,"live, make, best, love, great"
Vittel,It must be the water.,drinking-slogans,21,5,579,True,0.0,Neutral,0.0,10.0,2,0.0,0,10,0,[],0,3.5,Faible,0,"live, make, best, love, great"
Perrier,Perrier. The ultimate refreshment.,drinking-slogans,34,4,579,True,0.0,Neutral,1.0,10.0,0,5.0,0,7,0,['ultimate'],1,3.55,Moyen,0,"live, make, best, love, great"
Donat Mg,More than magnesium.,drinking-slogans,20,3,579,True,0.0,Neutral,0.5,10.0,3,2.5,0,10,0,[],0,4.25,Moyen,0,"live, make, best, love, great"
Naya Waters,Hungry for life. Thirsty for Naya.,drinking-slogans,34,6,579,True,0.0,Neutral,0.0,10.0,10,0.0,0,10,0,[],0,5.5,Bon,2,"life, live, come, enjoy, make"
Evian,Evian. Live young.,drinking-slogans,18,3,579,True,0.0,Neutral,0.45,8.5,2,2.25,8,10,5,[],0,5.425,Bon,0,"live, make, best, love, great"
S.Pellegrino,Live in Italian.,drinking-slogans,16,3,579,True,0.0,Neutral,0.25,8.5,3,1.25,10,10,0,[],0,5.275,Bon,0,"live, make, best, love, great"
Dasani,"refresh, replenish, rehydrate",drinking-slogans,29,3,579,True,0.0,Neutral,0.0,10.0,8,0.0,0,10,0,[],0,5.0,Moyen,0,"live, make, best, love, great"
Volvic,Filled with volcanicity.,drinking-slogans,24,3,579,True,0.0,Neutral,0.9,10.0,0,4.5,7,10,0,[],0,4.95,Moyen,0,"live, make, best, love, great"
Aquafina,Make your body happy.,drinking-slogans,21,4,579,True,0.5719,Positive,1.0,10.0,2,9.8595,10,10,8,[],0,7.7719,Très bon,0,"live, make, best, love, great"
Don Julio,Know your tequila.,drinking-slogans,18,3,579,True,0.0,Neutral,0.0,8.5,0,0.0,7,10,8,[],0,4.625,Moyen,0,"live, make, best, love, great"
Olmeca Tequila,Switch on the night.,drinking-slogans,20,4,579,True,0.0,Neutral,0.0,10.0,2,0.0,7,10,0,[],0,4.55,Moyen,0,"live, make, best, love, great"
Jameson Irish Whiskey,The spirit of Ireland.,drinking-slogans,22,4,579,True,0.1779,Positive,0.0,10.0,0,0.8895,0,10,0,[],0,3.1779,Faible,0,"live, make, best, love, great"
Glenfiddich,Single source of inspiration.,drinking-slogans,29,4,579,True,0.5267,Positive,0.21428571428571427,10.0,3,5.704928571428571,0,10,3,[],0,5.190985714285714,Bon,0,"live, make, best, love, great"
Stolichnaya vodka,Exquisite wodka.,drinking-slogans,16,2,579,True,0.0,Neutral,1.0,7.0,0,5.0,0,10,0,[],0,3.55,Moyen,0,"live, make, best, love, great"
Smirnoff vodka,The greatest name in Vodka.,drinking-slogans,27,5,579,True,0.6369,Positive,1.0,10.0,2,10.0,0,10,0,[],0,5.5,Bon,0,"live, make, best, love, great"
Tree Top,Nurtured from the start.,drinking-slogans,24,4,579,True,0.4404,Positive,0.0,10.0,0,2.202,7,10,0,[],0,4.4904,Moyen,0,"live, make, best, love, great"
Grolsch Brewery,Beer the Grolsch way.,drinking-slogans,21,4,579,True,0.0,Neutral,0.0,10.0,2,0.0,7,10,0,[],0,4.55,Moyen,9,"way, better, life, money, play"
Remy Martin,Feel More.,drinking-slogans,10,2,579,True,0.0,Neutral,0.5,6.5,2,2.5,10,10,0,[],0,4.975,Moyen,0,"live, make, best, love, great"
Hennessy,Mix accordingly.,drinking-slogans,16,2,579,True,0.0,Neutral,0.0,7.0,0,0.0,7,10,0,[],0,3.6,Moyen,0,"live, make, best, love, great"
Martell (cognac),Only a Few Can Tell.,drinking-slogans,20,5,579,True,0.0,Neutral,0.55,10.0,2,2.75,5,10,0,[],0,4.8,Moyen,0,"live, make, best, love, great"
Four Roses,be mellow. be responsible,drinking-slogans,25,4,579,True,0.3182,Positive,0.55,10.0,8,4.341,0,10,0,[],0,5.8682,Bon,0,"live, make, best, love, great"
Maker's Mark,Make Your Mark,drinking-slogans,14,3,579,True,0.0,Neutral,0.0,8.4,5,0.0,10,10,8,[],0,6.31,Bon,0,"live, make, best, love, great"
Jim Beam,Real Friends. Real Bourbon.,drinking-slogans,27,4,579,True,0.4767,Positive,0.30000000000000004,10.0,10,3.8835000000000006,0,10,3,[],0,6.5767,Très bon,0,"live, make, best, love, great"
Wild Turkey (bourbon),Trust Your Spirit,drinking-slogans,17,3,579,True,0.6124,Positive,0.0,8.5,2,5.062,7,10,8,[],0,6.1373999999999995,Bon,0,"live, make, best, love, great"
Rolling Rock,Rolling Rock. Free Flowing.,drinking-slogans,27,4,579,True,0.5106,Positive,0.8,10.0,5,8.553,7,10,0,[],0,7.0106,Très bon,0,"live, make, best, love, great"
Pilsner Urquell,The world's first golden beer.,drinking-slogans,30,5,579,True,0.0,Neutral,0.41666666666666663,10.0,2,2.083333333333333,0,10,0,[],0,3.9166666666666665,Moyen,5,"world, new, best, difference, beer"
Boddingtons,It's a bit gorgeous.,drinking-slogans,20,4,579,True,0.6124,Positive,0.9,10.0,2,9.562000000000001,0,10,0,[],0,5.4124,Bon,0,"live, make, best, love, great"
Beck's,Beck's. Life Beckons.,drinking-slogans,21,3,579,True,0.0,Neutral,0.0,10.0,8,0.0,0,10,0,[],0,5.0,Moyen,2,"life, live, come, enjoy, make"
Sapporo,Senses Never Forget.,drinking-slogans,20,3,579,True,0.1695,Positive,0.0,10.0,2,0.8475,5,10,0,[],0,4.4195,Moyen,0,"live, make, best, love, great"
Stella Artois,Reassuringly expensive,drinking-slogans,22,2,579,True,0.4215,Positive,0.7,8.5,2,5.6075,0,10,0,[],0,4.3965,Moyen,0,"live, make, best, love, great"
Paulaner Brewery,"Good, better, Paulaner.",drinking-slogans,23,3,579,True,0.7003,Positive,0.55,10.0,0,8.2515,0,10,0,[],0,4.6503,Moyen,3,"better, life, making, live, money"
Corona,Miles Away From ordinary.,drinking-slogans,25,4,579,True,0.0,Neutral,0.5,10.0,0,2.5,0,10,0,[],0,3.5,Faible,0,"live, make, best, love, great"
Red Stripe,It's BEER. Hooray beer!,drinking-slogans,23,4,579,True,0.5562,Positive,0.0,10.0,5,4.781000000000001,0,10,0,[],0,5.2062,Bon,0,"live, make, best, love, great"
Castlemaine XXXX,Australians wouldn't give a XXXX for anything,drinking-slogans,45,7,579,True,0.0,Neutral,0.0,7.0,3,0.0,5,10,0,[],0,4.05,Moyen,0,"live, make, best, love, great"
Newcastle Brown Ale,The One and Only.,drinking-slogans,17,4,579,True,0.0,Neutral,1.0,8.5,5,5.0,0,10,0,[],0,5.025,Bon,0,"live, make, best, love, great"
St. Pauli Girl,Germany's Fun-Loving Beer.,drinking-slogans,26,3,579,True,0.0,Neutral,0.0,10.0,0,0.0,8,10,0,[],0,4.2,Moyen,0,"live, make, best, love, great"
Dos Equis,Let your tastes travel.,drinking-slogans,23,4,579,True,0.0,Neutral,0.0,10.0,5,0.0,7,10,8,[],0,6.1,Bon,0,"live, make, best, love, great"
Bad Frog,The Beer so Good it's Bad.,drinking-slogans,26,6,579,True,-0.0058,Neutral,0.6333333333333333,10.0,5,3.1956666666666664,0,10,0,[],0,4.8891333333333336,Moyen,7,"good, food, feel, great, life"
Molson Canadian,It Starts Here.,drinking-slogans,15,3,579,True,0.0,Neutral,0.0,8.5,2,0.0,8,10,0,[],0,4.475,Moyen,0,"live, make, best, love, great"
Heineken,It's all about the beer.,drinking-slogans,24,5,579,True,0.0,Neutral,0.0,10.0,5,0.0,0,10,0,[],0,4.25,Moyen,0,"live, make, best, love, great"
A&W Root Beer,That frosty mug sensation.,drinking-slogans,26,4,579,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Coors Brewing Company,It won't slow you down.,drinking-slogans,23,5,579,True,0.0,Neutral,0.34444444444444444,10.0,2,1.7222222222222223,5,10,5,[],0,5.094444444444445,Bon,0,"live, make, best, love, great"
Three Olives Vodka,Crisp. Clean. Smooth.,drinking-slogans,21,3,579,True,0.4019,Positive,0.5388888888888889,10.0,5,4.703944444444444,0,10,0,[],0,5.190788888888889,Bon,0,"live, make, best, love, great"
Snapple,Make time for Snapple.,drinking-slogans,22,4,579,True,0.0,Neutral,0.0,10.0,2,0.0,10,10,0,[],0,5.0,Moyen,0,"live, make, best, love, great"
Schweppes,Schhh! You know who?,drinking-slogans,20,4,579,True,0.0,Neutral,0.0,10.0,2,0.0,5,10,5,[],0,4.75,Moyen,0,"live, make, best, love, great"
Canadian Mist,Grip it. Tip it. Sip it.,drinking-slogans,24,6,579,True,0.0,Neutral,0.0,10.0,10,0.0,7,10,0,[],0,6.55,Très bon,0,"live, make, best, love, great"
Johnnie Walker,Johnnie Walker. Keep Walking.,drinking-slogans,29,4,579,True,0.0,Neutral,0.0,10.0,5,0.0,5,10,0,[],0,5.0,Moyen,0,"live, make, best, love, great"
Maxwell House,Good to the last drop.,drinking-slogans,22,5,579,True,0.2023,Positive,0.33333333333333337,10.0,5,2.678166666666667,0,10,0,[],0,4.785633333333333,Moyen,7,"good, food, feel, great, life"
Starbucks,Customize Your Cup.,drinking-slogans,19,3,579,True,0.0,Neutral,0.0,8.5,3,0.0,7,10,8,[],0,5.375,Bon,0,"live, make, best, love, great"
Miller Beer,The Champagne of Beers,drinking-slogans,22,4,579,True,0.296,Positive,0.0,10.0,0,1.48,0,10,0,[],0,3.2960000000000003,Faible,0,"live, make, best, love, great"
Juicy Juice,100% juice for 100% kids.,drinking-slogans,25,5,579,True,0.0,Neutral,0.0,10.0,8,0.0,0,10,0,[],0,5.0,Moyen,0,"live, make, best, love, great"
RC cola,"Relax, and Enjoy Royal Crown Cola",drinking-slogans,33,6,579,True,0.7269,Positive,0.5,10.0,5,8.1345,7,10,0,[],0,6.9269,Très bon,0,"live, make, best, love, great"
Skyy Vodka,"Drink dirty martinis, not dirty vodka",drinking-slogans,37,6,579,True,-0.1265,Negative,0.8,10.0,8,4.6325,7,10,0,[],0,6.9765,Très bon,0,"live, make, best, love, great"
Hawaiian Punch,How about a nice Hawaiian Punch?,drinking-slogans,32,6,579,True,0.4215,Positive,1.0,10.0,5,7.1075,0,10,0,[],0,5.6715,Bon,0,"live, make, best, love, great"
Mountain Dew,It’ll tickle your innards.,drinking-slogans,26,4,579,True,0.0,Neutral,0.0,10.0,5,0.0,5,10,8,[],0,5.8,Bon,0,"live, make, best, love, great"
Gatorade,The Legend Continues.,drinking-slogans,21,3,579,True,0.0,Neutral,0.0,10.0,0,0.0,5,10,0,[],0,3.75,Moyen,0,"live, make, best, love, great"
Absolut Vodka,ABSOLUT PERFECTION.,drinking-slogans,19,2,579,True,0.5719,Positive,0.0,7.0,2,4.8595,7,8,0,['perfect'],1,4.7719000000000005,Moyen,0,"live, make, best, love, great"
Bacardi,Thirsty for life? Drink Responsibly.,drinking-slogans,36,5,579,True,0.0,Neutral,0.55,10.0,0,2.75,5,10,0,[],0,4.3,Moyen,2,"life, live, come, enjoy, make"
Pepsi,Delicious. Refreshing. Pepsi.,drinking-slogans,29,3,579,True,0.5719,Positive,1.0,10.0,2,9.8595,5,10,0,[],0,6.2219,Bon,0,"live, make, best, love, great"
Carabao,The Fighting Spirit,drinking-slogans,19,3,579,True,-0.2023,Negative,0.0,8.5,2,1.0115,5,10,0,[],0,4.2273,Moyen,0,"live, make, best, love, great"
Budweiser,King of Beers,drinking-slogans,13,3,579,True,0.0,Neutral,0.0,8.3,2,0.0,0,10,0,[],0,3.245,Faible,0,"live, make, best, love, great"
7UP,New get up. Same 7UP,drinking-slogans,20,5,579,True,0.0,Neutral,0.2897727272727273,10.0,2,1.4488636363636365,8,10,0,[],0,4.989772727272728,Moyen,0,"live, make, best, love, great"
Carlsberg,Official beer of England,drinking-slogans,24,4,579,True,0.0,Neutral,0.0,10.0,3,0.0,0,10,0,[],0,3.75,Moyen,0,"live, make, best, love, great"
Typhoo,Typhoo puts the T in Britain.,drinking-slogans,29,6,579,True,0.0,Neutral,0.0,10.0,3,0.0,5,10,0,[],0,4.5,Moyen,0,"live, make, best, love, great"
Dr. Pepper,What’s the Worst That Could Happen?,drinking-slogans,35,6,579,True,-0.6249,Negative,1.0,10.0,5,8.124500000000001,5,10,0,[],0,6.6249,Très bon,0,"live, make, best, love, great"
Red Bull,It Gives You Wiiiings.,drinking-slogans,22,4,579,True,0.0,Neutral,0.0,10.0,2,0.0,5,10,5,[],0,4.75,Moyen,0,"live, make, best, love, great"
Coca-Cola,Taste The Feeling.,drinking-slogans,18,3,579,True,0.128,Positive,0.0,8.5,5,0.64,7,10,0,[],0,5.203,Bon,4,"taste, good, difference, fresh, life"
Tic Tac,It's not just a mint.,food-slogans,21,5,346,True,0.0,Neutral,0.0,10.0,2,0.0,0,10,0,[],0,3.5,Faible,0,"live, make, best, love, great"
Earth Grains,Discover a healthier slice of life!,food-slogans,35,6,346,True,0.0,Neutral,0.0,10.0,3,0.0,10,10,0,[],0,5.25,Bon,2,"life, live, come, enjoy, make"
Bisquick,A World of Baking in a Box,food-slogans,26,7,346,True,0.0,Neutral,0.0,8.5,7,0.0,5,10,0,[],0,5.275,Bon,5,"world, new, best, difference, beer"
Gerber,Anything for Baby,food-slogans,17,3,346,True,0.0,Neutral,0.0,8.5,2,0.0,0,10,0,[],0,3.275,Faible,0,"live, make, best, love, great"
Bahlsen,You know best what's good,food-slogans,25,5,346,True,0.7964,Positive,0.45000000000000007,10.0,2,8.232000000000001,5,7,5,['best'],1,5.9464,Bon,7,"good, food, feel, great, life"
Juicy Fruit,The taste is gonna move you,food-slogans,27,6,346,True,0.0,Neutral,0.0,10.0,5,0.0,8,10,5,[],0,5.95,Bon,4,"taste, good, difference, fresh, life"
Fujiya,Let's eat cake at Christmas!,food-slogans,28,5,346,True,0.0,Neutral,0.0,10.0,8,0.0,7,10,0,[],0,6.05,Bon,0,"live, make, best, love, great"
Deliveroo,Food. We get it,food-slogans,15,4,346,True,0.0,Neutral,0.0,8.5,2,0.0,8,10,3,[],0,4.7749999999999995,Moyen,0,"live, make, best, love, great"
Uber Eats,Get almost almost anything,food-slogans,26,4,346,True,0.0,Neutral,0.0,10.0,10,0.0,10,10,0,[],0,7.0,Très bon,0,"live, make, best, love, great"
Roshen,Nice stuff,food-slogans,10,2,346,True,0.4215,Positive,1.0,6.5,2,7.1075,0,10,0,[],0,4.3965,Moyen,0,"live, make, best, love, great"
Fazer,want good,food-slogans,9,2,346,True,0.4939,Positive,0.6000000000000001,6.4,2,5.4695,7,10,0,[],0,5.1039,Bon,7,"good, food, feel, great, life"
Läderach,so fresh it is,food-slogans,14,4,346,True,0.3804,Positive,0.5,8.4,5,4.402,0,10,0,[],0,4.8904,Moyen,0,"live, make, best, love, great"
Lindt,Life is a Ball,food-slogans,14,4,346,True,0.0,Neutral,0.0,8.4,2,0.0,0,10,0,[],0,3.26,Faible,2,"life, live, come, enjoy, make"
Galbani,Galbani means trust.,food-slogans,20,3,346,True,0.5106,Positive,0.0,10.0,0,4.553000000000001,5,10,0,[],0,4.6606000000000005,Moyen,0,"live, make, best, love, great"
Tim Tam,"It's not a cookie, it's a Tim Tam",food-slogans,33,8,346,True,0.0,Neutral,0.0,8.5,10,0.0,0,10,0,[],0,5.275,Bon,0,"live, make, best, love, great"
Nongshim,Lovely Life Lovely Food,food-slogans,23,4,346,True,0.8225,Positive,0.75,10.0,10,9.8625,0,10,0,[],0,7.4725,Très bon,2,"life, live, come, enjoy, make"
Turkey Hill,Life is Delicious Here,food-slogans,22,4,346,True,0.5719,Positive,1.0,10.0,0,9.8595,0,10,0,[],0,4.9719,Moyen,2,"life, live, come, enjoy, make"
Indomie,"Flavour, Favoured by The World",food-slogans,30,5,346,True,0.4215,Positive,0.0,10.0,3,2.1075,5,10,3,[],0,5.2215,Bon,5,"world, new, best, difference, beer"
Hubba Bubba,"Big bubbles, no troubles",food-slogans,24,4,346,True,0.357,Positive,0.1,10.0,5,2.285,0,10,0,[],0,4.707,Moyen,0,"live, make, best, love, great"
Ricola,Soothingly good,food-slogans,15,2,346,True,0.4404,Positive,0.6000000000000001,7.0,2,5.202,0,10,0,[],0,4.0904,Moyen,7,"good, food, feel, great, life"
Dum Dums,Make Life Pop.,food-slogans,14,3,346,True,0.0,Neutral,0.0,8.4,2,0.0,10,10,0,[],0,4.76,Moyen,2,"life, live, come, enjoy, make"
Trolli,The one for fun!,food-slogans,16,4,346,True,0.5562,Positive,0.2,8.5,5,5.781000000000001,0,10,0,[],0,5.1812000000000005,Bon,0,"live, make, best, love, great"
Perfetti Van Melle,Innovative Treats. Better Future,food-slogans,32,4,346,True,0.7003,Positive,0.5416666666666666,10.0,0,8.209833333333332,0,7,0,['innovative'],1,4.191966666666667,Moyen,3,"better, life, making, live, money"
Betty Crocker,No offence intended.,food-slogans,20,3,346,True,0.2235,Positive,0.0,10.0,0,1.1175,5,10,0,[],0,3.9735,Moyen,0,"live, make, best, love, great"
Old El Paso,Start Somewhere Fresh,food-slogans,21,3,346,True,0.3182,Positive,0.5,10.0,3,4.091,10,10,0,[],0,6.0682,Bon,0,"live, make, best, love, great"
Holland & Barrett,We’re good for you.,food-slogans,19,4,346,True,0.4404,Positive,0.6000000000000001,8.5,2,5.202,5,10,8,[],0,5.8654,Bon,7,"good, food, feel, great, life"
Hidden Valley Ranch,A taste of barbecue.,food-slogans,20,4,346,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,4,"taste, good, difference, fresh, life"
Anchor,What’s in your tub?,food-slogans,19,4,346,True,0.0,Neutral,0.0,8.5,2,0.0,5,10,8,[],0,4.825,Moyen,0,"live, make, best, love, great"
Ready Brek,Ready for anything.,food-slogans,19,3,346,True,0.3612,Positive,0.5,8.5,2,4.306,0,10,0,[],0,4.1362000000000005,Moyen,0,"live, make, best, love, great"
Pillsbury,Ideas made easy!,food-slogans,16,3,346,True,0.4926,Positive,0.8333333333333334,8.5,2,6.629666666666667,8,10,0,[],0,5.800933333333333,Bon,0,"live, make, best, love, great"
Young’s,This is a ram’s world.,food-slogans,22,5,346,True,0.0,Neutral,0.0,10.0,5,0.0,0,10,0,[],0,4.25,Moyen,5,"world, new, best, difference, beer"
Sharwood’s,Go East.,food-slogans,8,2,346,True,0.0,Neutral,0.0,6.3,2,0.0,10,10,0,[],0,4.445,Moyen,0,"live, make, best, love, great"
Quorn,Help yourself.,food-slogans,14,2,346,True,0.4019,Positive,0.0,6.9,2,2.0095,7,10,8,[],0,5.2869,Bon,0,"live, make, best, love, great"
Cheestrings,100% real cheese.,food-slogans,17,3,346,True,0.0,Neutral,0.30000000000000004,8.5,0,1.5000000000000002,0,10,0,[],0,3.075,Faible,0,"live, make, best, love, great"
Bendicks,Wonderfully intense.,food-slogans,20,2,346,True,0.6369,Positive,1.0,8.5,2,10.0,0,10,0,[],0,5.275,Bon,0,"live, make, best, love, great"
Crisco,Crisco is cooking.,food-slogans,18,3,346,True,0.0,Neutral,0.0,8.5,5,0.0,5,10,0,[],0,4.775,Moyen,0,"live, make, best, love, great"
Cathedral City Cheddar,You see it. You want it.,food-slogans,24,6,346,True,0.0772,Positive,0.0,10.0,10,0.386,5,10,5,[],0,6.8272,Très bon,0,"live, make, best, love, great"
Fox's Biscuits,Clearly better sweets.,food-slogans,22,3,346,True,0.8316,Positive,0.5,10.0,2,8.658000000000001,0,10,3,[],0,5.5316,Bon,3,"better, life, making, live, money"
Mazola,For the young at heart.,food-slogans,23,5,346,True,0.6369,Positive,0.4,10.0,2,7.1845,0,10,5,[],0,5.4369,Bon,0,"live, make, best, love, great"
Canderel,As sweet as life.,food-slogans,17,4,346,True,0.4588,Positive,0.65,8.5,10,5.5440000000000005,0,10,3,[],0,6.6838,Très bon,2,"life, live, come, enjoy, make"
Weetabix,Generating energy for everyone.,food-slogans,31,4,346,True,0.2732,Positive,0.0,10.0,3,1.366,7,10,0,[],0,5.0732,Bon,0,"live, make, best, love, great"
Schwartz,An appetite for living.,food-slogans,23,4,346,True,0.0,Neutral,0.0,10.0,3,0.0,8,10,0,[],0,4.95,Moyen,0,"live, make, best, love, great"
Jus-Rol,The pastry people.,food-slogans,18,3,346,True,0.0,Neutral,0.0,8.5,5,0.0,0,10,0,[],0,4.025,Moyen,0,"live, make, best, love, great"
Warburtons,Baking Britain’s breakfast.,food-slogans,27,3,346,True,0.0,Neutral,0.0,10.0,5,0.0,7,10,0,[],0,5.3,Bon,0,"live, make, best, love, great"
Alpen,Wake up to Alpen.,food-slogans,17,4,346,True,0.0,Neutral,0.0,8.5,2,0.0,7,10,0,[],0,4.325,Moyen,0,"live, make, best, love, great"
Hormel Foods,Life better served.,food-slogans,19,3,346,True,0.4404,Positive,0.5,8.5,2,4.702,5,10,0,[],0,4.9654,Moyen,3,"better, life, making, live, money"
Evenflo,A friend of the family.,food-slogans,23,5,346,True,0.4939,Positive,0.0,10.0,5,2.4695,0,10,0,[],0,4.7439,Moyen,0,"live, make, best, love, great"
Totino’s,Pizza Perfection. Superbly Suffed.,food-slogans,34,4,346,True,0.5719,Positive,1.0,10.0,5,9.8595,5,8,0,['perfect'],1,6.6719,Très bon,0,"live, make, best, love, great"
Bingo,Eat. Phir Repeat.,food-slogans,17,3,346,True,0.0,Neutral,0.0,8.5,5,0.0,7,10,0,[],0,5.075,Bon,0,"live, make, best, love, great"
Dairyland,Part of the family.,food-slogans,19,4,346,True,0.0,Neutral,0.0,8.5,2,0.0,0,10,0,[],0,3.275,Faible,0,"live, make, best, love, great"
Chex,Chex it up.,food-slogans,11,3,346,True,0.0,Neutral,0.0,8.1,2,0.0,7,10,0,[],0,4.265,Moyen,0,"live, make, best, love, great"
Pop-Tarts,Crazy Good.,food-slogans,11,2,346,True,0.128,Positive,0.75,6.6,2,4.39,0,10,0,[],0,3.868,Moyen,7,"good, food, feel, great, life"
Takis,Face The Intensity.,food-slogans,19,3,346,True,0.0,Neutral,0.0,8.5,0,0.0,7,10,0,[],0,3.825,Moyen,0,"live, make, best, love, great"
Kurkure,Tedha Hai Par Mera Hai!,food-slogans,23,5,346,True,0.0,Neutral,0.0,10.0,5,0.0,0,10,0,[],0,4.25,Moyen,0,"live, make, best, love, great"
YiPPee,"It’s Better, Oh Yeah!",food-slogans,21,4,346,True,0.6588,Positive,0.5,10.0,2,7.7940000000000005,5,10,0,[],0,5.8088,Bon,3,"better, life, making, live, money"
Jolly Rancher,Juicy filled Candy.,food-slogans,19,3,346,True,0.0,Neutral,0.9,8.5,2,4.5,5,10,0,[],0,4.925,Moyen,0,"live, make, best, love, great"
McCain Foods,It’s all good,food-slogans,13,3,346,True,0.4404,Positive,0.6000000000000001,8.3,2,5.202,5,10,0,[],0,5.0354,Bon,7,"good, food, feel, great, life"
Sabrett,keen on quality,food-slogans,15,3,346,True,0.3612,Positive,0.0,8.5,2,1.806,0,7,0,['quality'],1,3.1862000000000004,Faible,0,"live, make, best, love, great"
Cinnamon Toast Crunch,Unlock the Cinnaverse,food-slogans,21,3,346,True,0.0,Neutral,0.0,10.0,0,0.0,7,10,0,[],0,4.05,Moyen,0,"live, make, best, love, great"
Barilla,Italy's No. 1 brand of pasta,food-slogans,28,6,346,True,0.0,Neutral,0.0,10.0,0,0.0,0,10,0,[],0,3.0,Faible,0,"live, make, best, love, great"
Nesquik,Make life colourful.,food-slogans,20,3,346,True,0.0,Neutral,0.0,10.0,2,0.0,10,10,3,[],0,5.3,Bon,2,"life, live, come, enjoy, make"
